1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,target
-0.16003248,-1.1774804,0.84497857,0.36582808,0.74658137,0.19119561,0.6668098,1.5616955,1.5977079,-0.09937016,-0.058044246,0.66633222,0.39889724,0.80309366,-0.5564082,0.52615412,0.37719785,1.0801214,1.4220084,0.33320382,1
0.97088443,0.19356485,0.71445945,-1.0873316,0.27802953,1.2464858,-0.83069078,-0.11103456,0.55543074,-0.24039348,-0.077350499,0.75434397,-0.9497418,-0.064016858,-0.28025295,1.4761704,0.99605442,-0.44800991,1.6666461,-0.73843171,1
-1.2465617,-0.33842313,-0.88288106,-1.7172673,-0.47108791,-1.2195118,-0.42853069,0.44848777,-1.2841022,0.82466749,1.1048629,-0.55026813,-1.9410475,-0.80528141,-0.36099795,-1.3282865,-1.4338556,-1.9157143,-0.15534068,-2.2470155,0
0.49858474,1.2685787,0.02292901,1.0972862,-0.52773005,1.2048332,0.94069003,-0.82651177,-1.1115917,0.75144914,1.2353841,1.0276436,-0.19597885,0.89822776,1.0153539,0.29550737,-0.41814845,-1.1222946,1.4202656,0.69004948,1
0.74525474,0.87782082,1.1310529,1.0220878,1.086343,-0.72187295,-0.29700323,1.0718513,-2.1054674,0.34801417,0.36859675,1.1760592,-0.37135659,-0.027671452,1.882533,0.75281621,0.040121643,1.9699709,1.0394123,-1.8293834,1
2.7870881,1.2322985,-0.36770791,1.9064277,0.079553998,-0.3679173,1.1208412,0.40835903,0.12639209,-0.78081467,0.82505821,-0.93946536,0.72658401,0.65398663,-0.62277394,0.86642525,1.5104429,2.0807837,0.77349377,0.89035177,0
-0.45025963,-0.11332345,-1.174386,-0.78543373,-0.65761477,-0.032504361,-1.2727241,-1.2255191,-1.0145147,-0.6556645,-0.83808938,-0.26223809,-1.9504974,0.40910946,-0.45178997,1.1828811,-0.4736271,0.71267513,-1.6427967,-0.44365412,0
0.45899572,0.40491246,1.3264634,1.9961687,-0.19918737,0.60945701,-0.10341068,-0.69399572,0.57159503,-0.86339176,0.19928182,-0.020530024,0.35581713,0.7788331,1.640851,1.2541416,0.8041184,0.13346335,-0.22652136,0.011694857,1
0.20946497,0.1622608,0.29252739,0.55598693,1.1837566,1.9517482,-0.34183803,1.8975001,0.499358,-0.42610019,2.1071566,0.37459642,-0.53191106,0.061738246,0.30865087,1.2684122,0.33972463,1.7929417,-0.18781228,0.55620948,1
-0.053723523,1.0123559,-1.0458919,-1.3682439,-0.13606924,-1.3711418,0.81069615,0.28158869,-2.6370625,-0.094874296,-0.19998599,-2.5986259,-0.14428272,-2.3238833,-0.47428059,-0.54025116,-0.66757388,0.43243179,1.0660133,0.019018523,0
0.92095982,0.48118216,-0.053099759,2.9653714,0.69395252,0.26810675,-1.4340211,1.1225594,-0.46785111,-0.15341228,-0.31872398,-1.3135616,1.0788218,0.44699955,-0.10161849,1.0598201,0.9485274,0.72687726,0.73313359,0.48910638,1
1.4478905,-0.11097113,0.96463644,0.67315645,0.91368026,-0.1675099,1.1571961,0.86619148,1.1862034,0.94871664,0.67142394,0.44176328,1.6486836,-0.2155772,-0.48755374,-0.50086793,-0.71080518,-0.84395087,0.74753483,0.64775531,1
-1.2246909,0.93400526,-1.0872199,-0.24385838,-1.9789912,0.81927278,-1.6390705,-0.99806214,-1.5725937,-0.17277202,-1.8641306,-0.60724416,-0.48234578,1.1489202,-3.2475392,-0.17968608,0.78894631,-0.61445528,-0.87044965,1.4325777,0
-0.45404319,1.0917017,0.23573593,0.55663123,0.65746805,0.61767791,1.1225552,1.5625163,-1.1604499,0.47243032,-1.318661,-1.2601061,-0.51875542,-1.1546516,0.75523703,0.73066893,0.43569264,-1.6588999,-1.4433807,0.3327461,0
2.3707113,0.61969808,0.10052254,2.3191442,0.77786681,-0.59773728,0.71597473,0.21282262,0.45588793,-0.1639638,0.50428436,0.24304201,0.77059057,-0.2730938,-0.71660773,-0.73262667,1.0182642,-1.0415143,1.9517358,1.2330994,1
-1.2252445,-0.1961073,0.63797046,-0.28490913,-2.0166614,-0.010581947,-0.67480639,-1.8520747,-0.42648148,0.1774466,-0.15221888,-0.93872421,-1.6002978,-0.88124331,-0.83578955,-0.56517843,-0.75019777,-0.46049331,-0.70662402,-0.85149081,1
1.6258104,0.41866453,0.44421675,-0.63402457,-0.91264124,0.044315432,0.32355741,0.074469663,-1.1357012,-0.19818741,-1.8059399,-0.88563923,0.23991774,-0.080008836,-0.31076276,-0.50596458,-1.7225822,1.1036408,-0.75872534,-0.46361111,0
-0.1733211,2.6784373,2.4502349,1.8155822,-0.58473704,1.4209517,0.68575409,1.165333,1.3294903,0.12239521,0.21478121,-1.4327017,0.55695028,-0.3463298,0.63061691,2.8521742,0.148337,1.6546293,1.4092583,0.72849873,0
-0.64072984,0.022659189,-2.6089918,0.08436353,-1.037783,1.7187312,-0.81066397,-0.34159242,-2.112134,0.33214102,0.30107019,0.70644705,-0.68922295,-0.2387474,-0.013960398,-1.2878839,-0.40279357,-0.66601716,-0.54279839,-0.57538858,1
0.53706636,-0.34249447,2.3419906,1.0578001,0.54336286,1.3817654,1.2834914,1.6412234,1.2841937,1.2855394,1.2698271,-0.56611024,0.33302636,0.9133111,0.15462703,-0.41774614,-0.58101987,2.2994241,0.27449521,0.34208377,1
0.54075765,1.0453789,-0.37810894,2.7857053,1.7098627,-0.029855403,0.12166546,-0.61063739,0.025479418,0.39416559,0.84826197,0.75860559,-0.54654904,0.31243068,-0.92188067,0.63614917,1.4737009,0.25594543,0.49574236,1.7527135,0
-0.16390833,-0.30304774,-0.20488116,-0.26061003,-0.14938607,-0.60970326,1.3640497,-2.4113234,-0.4442896,-0.37242508,-1.5286731,0.57378091,0.84276133,1.1589152,0.18956122,-0.95845476,0.071105601,-1.813676,1.0473926,-0.92381202,0
-0.55536892,-1.9092353,0.2495426,0.64425525,0.58687059,-0.53215272,-1.1214404,-2.0388558,-0.33844545,0.38902746,-0.5373469,-0.94409756,-1.0213567,-1.9234478,-0.37095281,-0.52459053,-0.82020871,1.1779985,-0.393374,-2.0398473,1
-1.837167,1.1584716,0.84102065,0.90105253,1.5198698,0.67056574,0.50857992,-1.0712059,1.038533,-0.28801294,1.7213034,-0.36757426,0.18266288,1.1632766,0.13333469,0.9764203,1.104087,0.032239242,0.83174084,1.9971409,1
-0.74307067,-0.002040253,-1.1201718,-0.58478208,-0.71188543,-0.89487734,0.98895285,-0.82076606,0.062922128,-0.70585302,-0.10671776,-0.26196016,0.45114924,-0.50525008,-0.23416563,-1.0215606,-0.58842312,-0.68944615,0.46483014,-1.4517568,0
-0.19583793,-0.45251103,-0.31781978,-0.77843853,-0.87752493,-1.8538003,-1.4068677,0.099276521,0.45981485,-0.98312854,-1.3395081,-0.91852783,0.28197875,-2.5343232,-0.51419221,0.13843777,-1.3158606,-0.76317059,-0.31568066,-2.0539453,0
-0.50276813,0.74554762,1.0941431,-0.98801825,-1.339692,-0.64834152,-0.61995817,-0.27428558,-2.4613557,-1.7345801,1.835872,0.35236187,-0.24322801,0.96292258,-1.0845689,-0.70807007,-0.28406743,0.64636836,-1.0143704,-0.34011578,1
-1.7650947,0.2357258,0.20379648,-1.0825454,0.8740946,0.062949485,-2.0667602,-0.39749905,-0.46967758,-0.31764894,0.64631675,-0.63160952,-0.47030187,0.73567293,-0.57161701,0.73882357,0.27300401,0.46834419,0.040130995,0.42227792,1
0.64429814,1.4256418,-0.6027896,-0.87259754,0.53524506,0.170552,0.273761,0.30156186,-0.40639027,-0.97854093,-1.4335015,-0.932795,0.98830725,0.73821711,0.2016361,0.09933254,0.19732638,-0.4244,-0.47345226,0.2546575,1
0.44699905,-0.70004829,0.42295447,1.7233561,0.46154643,0.14762481,1.494675,0.81721618,2.0721344,0.087804581,1.5747391,-0.43122065,-0.24823086,0.67288624,2.3320687,0.72168028,-0.23233611,1.4808567,1.6533456,1.0585215,0
-0.79521005,-0.97002314,-0.7704947,-1.5468975,-0.59677692,-2.2321446,-0.70565851,-0.25896369,-0.55004242,-0.70080664,0.3440334,-0.3623862,-0.82800575,0.51369337,-0.83505216,-1.7897653,0.25655235,-0.92337425,-1.2889113,-1.1458107,1
-0.87041994,-1.5234535,-0.65856858,0.92958556,-1.3291115,-0.92748693,0.50190431,0.39230753,0.16474803,-0.30388609,-0.9648943,-0.4205666,0.94374482,-1.1148534,0.10476055,1.1566565,-0.66145021,-1.0659383,-0.9743771,-1.4697914,0
0.24213283,3.0725427,0.50643884,0.76022821,1.4575725,0.67832993,0.96207001,-1.1324934,1.1215462,0.57684447,0.29826036,-0.64115184,-0.50791591,0.22165803,-1.585999,0.88004721,-0.96589729,-0.81183777,0.70396419,-0.35686867,0
-0.35917721,0.264768,0.32722817,-1.2299047,-0.44746421,-0.81897098,1.1713592,1.002082,-0.33945001,0.040185125,-1.2548507,-0.92556877,-2.0689908,-1.6824778,-1.3675451,0.35453589,-0.55378324,-0.97484567,0.098102886,0.41559507,0
2.3192179,-0.54171854,0.45682685,-0.85823898,0.11768027,1.3056764,-1.1654634,-0.5517211,0.71935675,-0.56978432,2.009447,1.0605322,0.21684903,0.74875728,-0.81320677,0.65533112,-1.1614892,1.1935575,0.43740356,-0.17112217,1
-0.61590596,-1.649484,-0.56459113,-1.3243399,-1.4957543,-1.2774235,0.30010258,0.19522069,1.2443766,0.13560754,-0.46302236,-0.94168882,-0.90351175,-0.43010596,-2.0559975,-1.0754925,-0.864354,0.32080485,1.1355429,-1.1242058,1
0.37668011,-1.059683,0.36818798,-1.1569154,-1.0971615,-0.60029489,-0.38694347,0.89674404,0.95871612,-0.95266677,-0.71889819,-1.5024626,-0.64771781,-1.9170874,0.32680927,-0.53524717,-0.61136405,-0.40296111,-0.75046985,-1.9116831,0
-2.3021764,1.8387467,2.2968887,0.42786441,-0.003813022,-0.99773,-0.36836003,2.3127414,1.8244646,-1.623835,-1.5215126,-0.29512669,0.71324307,0.038658914,-0.54304287,-0.61558897,1.6504648,-0.65715213,0.85724113,0.67970481,1
-1.1588937,-2.8308049,0.70709589,0.32882718,-0.63846043,-0.70890219,-0.64891586,-1.5337808,-1.2900382,-0.5709771,0.54761013,0.48122961,-1.5672234,0.58274964,-1.5668267,-1.8751111,-1.0744782,0.0936612,-1.8879848,0.68812702,0
-0.72341459,0.15149437,-0.64025172,0.057211129,-0.10952678,0.57748682,0.086032164,-0.69226289,-0.68812383,1.0052361,1.7007282,1.610652,-0.80919874,0.47534896,-0.32864464,-0.28578914,-0.99742964,1.3095265,0.37099272,-0.28051944,1
-0.23745715,0.1804461,2.5866449,1.7336648,-0.078241346,0.35460894,2.1159574,-0.36594327,1.7365199,0.021192394,1.0448594,-0.075097311,0.94115074,-0.55449811,-0.76057504,0.2984727,0.11762724,2.5768632,-0.46611405,-0.32583463,1
-0.099679999,-0.24152532,0.18023309,0.18846307,-0.062188178,-0.095531303,0.50794844,1.1548448,0.35661909,2.4006054,-0.049161557,0.19477451,0.22620622,-0.62237315,-0.12438563,-0.30098644,1.4284588,0.98541033,1.1400376,0.65260724,1
-1.7917642,0.69678205,-0.12001612,0.7650144,0.10618766,-0.5289557,-0.35699346,0.38154573,0.20027294,0.90641882,-0.92338133,-0.31013501,-0.46437257,-0.79955701,-2.2926099,-2.0477486,1.1461301,-0.19481395,0.85540658,-0.33581313,0
0.36191497,-0.65291126,1.21196,0.0604326,1.3167425,-0.20715293,0.30560544,0.4391852,-0.89369343,0.001098635,1.1414814,0.091661799,0.78495061,-0.5903892,0.43161185,-0.31562773,1.2747272,-0.023936068,0.41970012,0.94225826,1
1.8106514,0.38962233,0.42856919,-0.57327683,-0.18477601,0.055367983,-1.064337,2.389898,0.43406157,1.0372576,-0.91413608,-2.884803,0.34673788,-0.88714944,-0.80242233,-1.6706889,1.2653132,-0.22801256,-1.2030542,-0.17615719,1
0.2840289,-1.1092629,-0.082738093,-1.4375516,-1.1162246,-0.53571512,-1.4600921,-1.2524236,-1.5376167,-0.89513807,0.64160349,1.1069468,-0.92343051,0.6376312,1.3459843,-0.75199395,-0.35069665,-0.6237726,0.60783358,-0.07188649,1
-0.18910134,-0.10626647,0.7069118,0.89562205,0.40399217,1.0018682,0.4362308,1.3728168,-1.1326875,1.7671474,-0.26162098,1.1825443,0.140046,1.2539584,0.61706724,0.016210752,1.3424532,0.42374769,-0.6727765,2.6149837,1
0.20835759,0.40201728,1.1245178,0.35413874,-0.9482136,0.039382889,0.16722196,-0.33393148,0.77542949,-0.99753366,-0.26986919,-0.36284942,1.9270831,0.5791151,-1.227624,0.52893411,0.95931238,-2.209617,0.97263455,1.3773756,1
1.4358016,0.84362159,0.86835788,1.9172887,1.8651953,-0.58622801,0.99553824,1.4792492,-0.30839996,1.9867107,0.55930265,-0.6832122,1.2529025,0.87405807,1.4364999,0.96557833,-1.6119905,-0.079025866,0.084894101,-0.4122539,0
0.19709917,-0.70240062,-0.27833269,-1.1006777,-0.023514637,-2.0141993,-0.29222205,2.5717542,0.9358852,-1.4130799,0.46966,-1.5675913,1.4989687,0.89931812,-0.2477153,1.6415799,1.2663186,-0.15636868,1.3380776,0.050876473,0
-0.078916531,0.65679248,1.8583887,0.018645515,0.64314789,1.4228699,-1.0408821,1.2994907,0.79670791,-0.27911296,0.65166449,-0.17644979,-0.14409743,-1.0660597,1.4343798,0.4295957,-0.75933758,0.33971087,-0.55371398,0.37293472,1
0.41008622,-1.6069611,-0.63997558,-0.57281662,-0.1627029,0.71779027,0.70839702,-2.6394188,1.18666,1.033404,-0.39495196,-0.11410041,-1.3357025,-0.27927252,-1.096736,-0.87737163,-0.59052528,-1.5603896,0.51500517,-0.59415547,0
1.6820101,-1.10872,0.17627517,-0.44948029,1.5755086,0.086059363,-1.6530532,-0.28906025,-1.0738751,-0.21754715,-0.53027701,-0.9549369,-0.64947807,0.56239621,0.14070866,0.60260392,-1.7988082,-0.52453859,-2.1315217,-1.6585589,0
-0.14545191,0.29869581,-0.62423597,-0.40640461,-0.030902743,-0.5241145,0.08143141,1.7893349,-0.66648012,0.15790336,-1.0413942,-1.9528975,-0.060809221,-1.5011142,0.75007525,-0.50939324,0.2592943,-0.39843814,-1.3735759,0.32642943,0
0.53725093,0.82353633,0.37067319,-0.22250462,0.34205978,2.3598705,-0.55653992,0.39449637,1.3851977,1.0253298,1.0453126,-0.39166169,-0.34282181,-0.60819845,-0.003913362,0.3912318,-0.34164824,0.33509744,0.28339279,0.61562272,1
0.12188928,-0.55185164,0.84157292,0.3321407,0.8846751,-0.47533713,-0.91151973,0.44110043,1.6322283,2.3784013,0.048457385,0.37580079,-0.66217049,-0.76657355,0.95848213,-0.50253592,1.1367161,1.0025072,0.99969421,0.55556865,1
-1.0559069,0.17537955,-0.84606325,0.10323215,1.4030282,-0.1736299,-0.80876954,1.4516151,1.2947873,0.52583018,-0.038103515,0.59388465,0.78726674,-0.47453822,0.34727204,0.25260282,0.51054769,0.96930855,-0.61865718,-0.18219922,0
-2.6869004,0.75649499,0.78100763,-0.060878805,-2.4105113,1.0065267,-0.99063467,-0.71816417,0.35506658,0.0036677,-0.44661658,-0.78780722,-0.67995841,-1.1895432,-0.42745587,-2.2042622,-0.64426736,0.28272142,0.53335071,0.20604666,0
0.30654572,-1.2040798,-1.0628281,-0.42803449,0.036775954,-0.59061249,1.033066,0.94088566,-0.35625357,1.2619591,0.45497637,-0.50718869,1.0890128,1.1737259,0.66250934,0.72483094,1.6500993,0.80593881,-1.3539462,-0.20206467,1
0.49812332,1.0770449,2.1232928,0.55939249,1.5879133,0.1678117,1.2728465,0.190387,0.70200525,1.2184685,-0.34863508,1.3879359,0.44383025,1.8251265,1.3896751,0.26659545,-0.17320153,1.0527122,-0.3048568,1.2336486,0
-0.34911847,-0.240892,-0.3645784,-0.22130808,-0.007096624,-2.1848287,-2.3327019,-0.69709658,0.43479216,0.52959202,0.6023565,-0.51487814,1.3586109,0.49025058,-0.19462271,-0.50967124,0.040487236,0.22401325,-1.7972661,0.59529955,0
-0.97848226,-0.70185777,-0.47898973,-0.062075352,0.79911901,-1.0807611,-0.22564642,-0.18581994,-1.1108611,-0.37939825,-0.58384506,2.2708328,0.37110362,-1.9498891,-0.79099268,-0.45750004,-0.36605153,1.3671492,-0.58013155,1.0583384,0
0.20226697,-0.3357089,-0.79092859,-1.0087277,-0.46187558,-0.018346135,0.36866285,0.034340922,-0.55406066,-0.63639651,-0.093212444,0.43537085,1.5888347,-0.70733054,0.022356413,0.15613706,-0.33726113,-1.4457775,-2.0514435,-0.58124751,1
-0.42045251,-0.17303639,0.073277359,-0.035659287,0.89160715,-0.56741127,-0.38522947,-0.32107204,-0.40565968,-0.72924986,0.069576431,0.015045252,-1.0720337,-0.59629533,-2.397689,0.65792578,1.130501,-0.2624776,-0.77147548,-0.56696636,0
-0.48117412,-0.79956985,0.68390067,1.4032339,1.642184,-0.56247873,1.9640422,-0.92884006,1.0244692,0.16863838,0.13429317,0.1743002,-1.3920309,1.9189885,0.98521278,0.98513095,1.836917,0.86944134,1.2724923,0.80924216,1
-0.89413644,1.1583811,-1.3179755,0.26706698,-0.88819664,0.59347191,-0.21328753,1.005274,-0.19872022,1.9921241,0.75979764,1.0727612,-0.1075025,2.5901064,0.047059218,1.2196697,0.95245752,-0.72906738,-0.030407588,0.69242968,0
0.18980889,1.7147067,-0.30023928,-0.22830327,-0.6724822,2.3643463,0.3657761,1.7130903,0.58182329,0.39792744,0.77402807,0.94092888,0.95449168,0.82926235,0.11093625,-0.57046042,1.0387373,2.3741436,-0.62195937,-0.63104844,1
1.3027308,-0.60143147,0.89956097,-0.57290866,1.8487773,0.013898082,0.87203955,0.42085366,1.5318635,-1.7226523,0.21314969,2.0774849,0.43197164,1.1737259,0.81551925,0.8187947,-0.27858355,0.86537066,-1.444298,1.2113115,1
-0.95485805,-1.416694,-1.0821574,-1.5560097,0.077912197,-0.56293545,1.0438913,1.4080207,-2.2814481,1.1191007,-1.6576534,-0.03637214,-0.7564835,0.39066417,-1.2976767,-0.21638199,-0.45489049,0.096103605,-0.080123989,-0.16324923,0
1.524946,0.038854061,-0.18776088,-1.0222579,0.048450985,0.59000086,0.61322454,0.48560685,0.49944932,0.88935288,-0.34174646,-0.6832122,-0.05135939,-0.52769337,-0.24089438,1.2006731,0.40543987,1.6789628,1.0960083,0.023870452,1
-0.49270938,-1.1198483,0.72403208,-0.95359453,-0.089277899,1.9856366,1.0954017,0.27556938,-1.6825474,0.3233328,-1.6919152,-1.1723722,1.5914288,0.26808929,-0.40726962,0.53653276,0.77569359,-0.88393394,-2.1520687,-0.76974038,1
-1.7494068,0.61734575,-0.033494277,0.022603323,-2.4564817,1.4463452,-0.10386174,-0.67484337,0.2082181,-0.89440405,-0.49030491,0.95602985,0.33311901,-0.39966668,1.0925962,-0.031975791,-0.30307824,-0.3597215,-0.52610395,-1.5107124,0
-0.56330518,1.4762168,0.84617515,0.033924494,-0.069849918,1.9394168,0.42693907,-0.008432668,1.4511334,-0.29305932,-0.12004179,-1.0403546,0.47977667,-0.30062545,0.97479704,1.5667981,2.780968,0.070865422,0.68791184,0.10818417,1
-1.0764858,-0.52181422,0.4854527,-0.83329559,0.96795091,-1.8450313,-1.7639223,0.99469465,-0.5915947,-1.0468047,-0.76095501,-1.6814508,-1.5582368,0.55476368,0.067153291,0.36713852,0.98307589,-0.88266751,-1.039412,-1.6114128,1
1.4909862,1.7661865,0.92358458,0.20631923,0.63347951,-0.20879711,-0.17882698,-0.034333946,1.2645591,1.7676979,-0.077984977,1.23285,0.69610367,1.1248414,-0.076086111,-0.7996245,-0.2039113,0.7439741,-0.46904934,2.0177387,0
-1.7401786,-0.31055709,0.24549265,-0.60871301,-1.2166481,0.65987856,1.5574618,-2.1767527,-0.50063631,-1.3157307,-1.4325951,-0.86210766,-0.34949228,-0.34460339,0.40137856,-1.5097274,-0.50561644,-0.16514325,-1.5888608,0.50228898,0
-1.5778544,0.77612788,0.32446684,-0.84056691,-0.54168536,-0.81961038,-0.33777854,-1.0642746,0.022831031,-1.7099905,1.1105732,-0.033685465,-0.31261941,1.2240643,0.34330853,-2.1278124,-0.043781816,-1.3010424,-1.248918,-1.0005274,0
0.86503688,1.0874494,0.65352598,0.57117387,0.56206115,-0.30196737,0.98750947,-0.3621128,-1.043099,-0.34746844,1.1753806,-0.39082789,-1.0998273,0.64499115,-1.1918602,0.17726501,0.042315198,1.0905242,-0.043708101,-0.59433856,0
-0.75109921,1.8088903,1.7394672,1.9608246,0.078459464,1.4244228,-1.1979393,1.0847107,0.62657189,0.73502547,-0.79920496,1.0891592,0.72380464,0.30452556,0.9665935,0.033354042,-0.69343954,-0.28807763,0.41373782,-0.34689017,1
0.6919157,-0.43414478,-0.22549913,0.36444745,0.57656373,1.8114447,-0.4203215,0.57352528,1.0999939,-0.31856646,0.4810806,0.45853184,1.0340741,1.2304248,-0.69706671,0.00796344,0.52608536,1.1787222,0.50399785,0.99993213,0
-0.15680261,-0.59491733,1.0209677,-1.2241981,0.14750633,1.0258915,0.69712066,-0.32016002,0.76182226,1.5676778,-1.5515143,-1.178672,-0.28547431,-0.83299478,-1.4953913,0.38780314,0.34694508,0.52732374,2.774533,0.91488605,1
1.4273116,0.16533692,1.2994023,2.8476496,0.4735863,-0.66916781,0.6585104,1.3684392,1.1863861,1.1500212,0.74883024,0.99104926,2.2135426,1.3675378,2.0612596,0.66014978,1.2913617,1.2827505,1.3239515,1.7498756,1
-1.7314118,-0.29870498,-0.63390065,-0.38845642,-0.81951462,0.43188545,-0.017890768,-0.23525126,-2.1289375,-0.58198738,0.093414669,-1.0260875,0.016920267,-1.0490682,-1.2077143,0.83056334,0.79781193,0.56694498,-0.87375184,-1.0270757,0
0.87786409,2.2894889,-0.62478824,1.0055202,0.44777354,-1.2134831,0.67492878,0.083133823,-1.0892174,-0.3142541,2.2754745,-0.64911922,-0.43018642,-0.33787949,-0.25057272,-0.23945593,-0.47152495,1.3502332,0.32457852,0.50988728,0
-0.30999086,-0.60930272,0.31829986,1.8240501,-0.11983365,0.26134734,0.015667679,-1.2395642,-1.6582553,-0.83595782,-0.49529009,0.35532648,0.1510708,0.276267,-1.815053,0.25538281,-0.35736871,-0.83544768,1.2194737,2.118256,0
-0.71363269,0.68592516,-0.12231723,0.90528646,0.98081169,0.59794774,0.70172141,-0.42677479,0.95497185,1.2229643,1.2232384,0.65604874,1.4942438,0.58374914,-0.093230595,0.72195828,-0.051733452,1.726454,-1.0011616,2.1444381,0
-0.49713892,0.48462018,1.4790732,-0.46945341,0.17651148,0.65686423,-0.48031173,0.55419052,-0.82264361,-0.47408665,-2.224514,-0.078154561,0.10826863,0.067371784,-1.7631587,0.27947608,0.60989743,-0.96688524,-1.5775783,-0.72131263,0
0.58717553,-0.58713656,1.3538927,-0.32347474,0.76865448,0.9586628,-0.83429922,-0.060873636,0.2205468,-0.091754717,-1.5768935,-1.1085406,0.85387878,-1.0671501,-1.4718868,-1.0933771,-0.27803516,-1.9834684,-0.50262166,-1.1957031,1
0.50633643,-1.6306654,-0.096268636,0.45151922,-0.44664331,-1.20919,-0.3722391,-0.2482931,-1.5249227,-0.53877204,0.25584099,-0.74797032,1.3744533,0.7885555,-2.0438305,-1.3261552,-0.27182009,-2.0592734,-1.2897369,0.99791812,0
