1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,target
0.084005001,1.8329062,-0.27141941,-0.35443485,1.0600733,0.90547097,0.87717871,1.0370576,0.87653124,-0.012189309,-0.98695389,-0.30653224,-1.1679112,-0.82871494,-0.73691863,-0.55255579,-1.75157,-0.62331005,0.44976731,-0.22869839,1.014356,0
-1.8662384,1.9373045,2.186556,1.0163584,1.1434915,1.2196612,1.5816228,1.5525018,1.7603289,-0.22113398,-0.039441392,-1.0536655,-2.1185116,-1.0218843,-0.56354559,-0.52494192,0.044892397,0.21897979,-2.3063748,0.13196627,-1.0416802,0
-0.49017833,0.9977196,-0.76806513,-0.6300067,-0.00648755,-0.54972602,0.9168657,-0.34891447,-0.39204902,-0.82184989,-0.36514881,-1.3247492,-0.51399507,-0.54464228,-0.038472963,0.77843285,0.19459759,0.62242954,1.735967,1.1122343,-0.038735723,0
0.27209954,-1.2326082,0.41041624,-0.30497324,-1.3769289,-0.66548032,0.48030882,0.43570611,0.41960186,0.90847312,0.9850565,0.440601,0.53348177,0.62573707,0.27855202,-1.0661738,-0.50003452,0.35346304,-1.5379958,-2.1060042,-0.71070855,0
1.0640765,1.6336003,-1.870787,-1.2659417,-0.6738329,-1.2552761,-1.176623,-1.6833422,-0.74075828,0.92153217,-0.09273897,0.96954489,-0.48372117,0.79049921,-0.35054443,0.62931794,0.63173677,-0.099533178,-0.57752202,2.3699367,0.22202985,0
0.19290184,1.3298961,2.5569359,0.46521473,1.1256162,0.49757485,1.7999012,2.1595805,0.55187089,-0.2276635,-0.89220264,-0.90820592,-2.1306212,-0.99347708,-0.95982682,-1.281562,-1.0509496,-0.49590487,-1.4210685,0.32617032,0.15182374,1
-1.5791467,0.048643925,-0.17882445,-0.75012776,0.45231238,-1.5088331,-1.6627886,-0.73263403,-0.66259931,1.1565949,0.061231811,0.73152014,0.51531743,0.72232177,0.50146021,0.2261554,-0.15271846,1.0329574,2.6129213,-0.2379462,-0.018676833,1
0.20280155,0.76045068,-0.44819162,-0.31910513,-1.4365133,-1.0844007,-1.4246667,-1.4714373,-2.0634486,-1.4095068,-1.5850712,0.050504885,1.5749038,1.0348017,1.3980465,0.60722684,0.54790186,1.4717974,1.3100177,1.0567475,0.21200041,0
0.97497914,-0.34996786,-0.34717893,0.55000607,0.55360587,1.1755644,1.2294007,0.28107285,0.37150403,-0.038307393,-0.52504155,-0.45199181,-0.19914654,-2.3570258,-1.5790162,-1.1214016,-0.28445904,-0.84980816,0.58339845,-1.3661792,-0.70067911,1
0.18300213,-1.8874705,-1.3909767,0.048323996,-0.65595758,-0.19143888,-0.77479223,-0.37755026,-0.75879497,0.033517336,0.60012955,0.96954489,0.85438508,-0.11285184,0.61539107,-0.36478146,0.61976036,-0.43928034,-0.093109162,-1.1534796,0.081617619,1
1.4303659,1.0261919,-0.36401438,-0.74306181,-1.0432562,-0.8198194,-1.5734929,-1.1220807,-0.75278274,-0.11013212,-0.021675533,-0.26024965,1.350877,1.1654751,2.0618176,1.606849,1.3443335,0.36761917,0.93418017,-0.63560211,0.90403213,0
0.38099638,-0.027282129,-0.73439423,-0.77132559,-1.216051,-0.47255648,0.52495668,0.40134316,-0.15155987,0.73217606,1.8674275,1.8224669,0.030935079,0.000777223,0.52127427,-1.4582908,-0.42817603,0.7356786,0.14909727,0.43714407,-0.34964852,0
0.064205576,-0.065245156,-1.1552804,-0.75012776,0.21993319,-0.68201665,-0.005856808,0.36125306,0.63604209,1.3720691,2.1576032,0.67862575,0.99969979,-0.7605375,-1.0489901,0.25376928,0.00896315,-0.5312952,-1.8219619,0.63134811,0.29223597,0
-1.2524562,-0.36894937,0.065289551,-1.4991179,-0.93600429,0.16684826,-1.528845,-0.37755026,-0.90308846,-1.6968057,0.25665626,-0.081731088,1.1086858,1.3927332,0.090318436,0.701114,1.5060151,1.0683477,0.42471148,0.05798378,-0.86115023,0
1.529363,0.83637674,-0.8269892,-1.3719309,-1.3292614,-1.2277155,-0.75494874,-0.13700964,-1.0594064,-0.49537385,-1.2001442,-0.45199181,0.53953655,1.3586445,1.1999059,1.5074391,0.40418487,0.27560431,-0.001237758,-0.025246526,-0.74079689,1
-0.62877431,-0.64418132,-1.778192,-0.59467697,-0.16140701,-1.1284975,-1.2609579,-0.7899056,-0.097449811,0.22287344,0.7067247,0.48688359,0.55164611,1.9892858,0.87297387,0.36422476,-0.19463592,-0.11368931,0.49152704,0.41864844,0.33235375,0
0.38099638,0.26693133,0.13263134,0.76198441,1.6499589,1.0432737,0.22730426,0.30398148,-0.18763324,-0.18848637,-1.1764564,-1.529715,-1.7188962,-0.52759792,0.040783283,-0.22118932,0.11076268,-0.48174874,0.4831751,1.5468815,1.4055044,0
1.4996639,1.4058221,1.8161762,0.95983087,0.37485265,0.28811467,1.0756137,1.1344193,1.0629103,-0.61943474,-1.0106417,-0.66356937,-1.585691,-1.4139046,-1.6979006,-1.7012929,-0.21260054,-1.4372876,0.8673646,0.54811781,-0.32958963,1
0.054305863,-1.0997376,-0.06097631,0.69839091,-0.864503,-1.2111792,-1.0823664,0.20089265,-0.025303066,-0.090543559,0.72449056,0.75135554,1.7262733,1.1257049,-0.083054602,0.22063263,-0.7096218,-1.1187747,2.0282851,0.57586124,0.84385545,1
-0.69807229,-1.5078402,2.2202269,0.88210547,1.9597979,0.37079632,1.4377574,-0.40045889,-0.45818353,-1.0503831,-0.37107077,-0.21396706,-0.7985697,-0.095807481,-1.192642,0.23167818,-0.17068309,-0.021674453,-0.45224283,0.10422284,-1.6534764,1
-1.4702499,-0.065245156,-1.0205969,0.69839091,0.059055297,0.21645724,-0.32335272,0.20661981,1.3514973,-0.62596427,2.0687739,0.76457914,-0.86517228,0.25644261,-1.172828,0.10465437,-0.83537416,-0.22693836,-1.5964594,-0.85754959,-0.37973686,0
1.6184605,0.029662411,-0.74281196,0.16844506,0.22589163,-0.96864636,-0.20429176,-1.4657102,-1.1075042,0.19675536,-0.039441392,0.22902345,0.29734537,2.1654109,1.1206496,1.7007362,0.86527688,0.134043,0.35789591,-1.3569314,-0.38976631,0
0.92548057,-0.72959813,0.82288472,-0.85611693,-1.06709,-0.73713775,-1.0228359,-0.096919541,0.32941843,0.83011888,0.25665626,1.2406286,0.4668792,0.097361926,-0.32577685,0.032858299,0.42214949,0.21897979,-0.32696364,1.1399778,0.091647064,1
1.5194633,2.1840642,0.040036379,1.4756448,1.0124058,0.46450219,-0.73510524,0.60752083,-0.38002456,0.32734577,-1.5021638,-1.1131717,-0.68958367,-0.58441245,-0.073147571,-0.11625661,-0.14074205,0.91970831,-0.46059478,-1.6806048,1.8167116,0
-0.33178293,-0.10320818,2.0855433,1.1294135,2.1981355,2.063014,1.0458484,1.6040462,0.28733283,1.0390635,-1.3718808,-1.0801127,-1.3495546,-1.6127555,-0.60317372,-1.0275144,0.14070372,0.39593143,-0.65268953,1.3896687,-0.11897128,0
0.34139753,-0.46385694,-2.1569896,-2.0078659,-0.75129263,-1.1560581,-0.7251835,-1.4084386,-1.600507,-1.0307946,-1.1527686,0.67862575,0.78172773,1.5631768,1.0116723,1.2257776,1.2904396,2.0168085,2.6630329,0.1504619,1.4355927,1
-1.3415536,0.85535825,-1.9297111,-0.14952246,-0.60233161,-0.83084362,-0.56147466,-0.58945509,-0.16959656,-0.66514139,0.031622045,1.3001348,0.79383729,0.70527741,0.52127427,1.0987538,0.038904189,0.60827341,-0.28520392,-0.63560211,1.2550627,1
-0.20308666,-0.65367207,0.065289551,-0.94090827,0.4701877,1.0377616,-0.4225702,0.24098275,-1.1916754,-1.2462687,-0.59610499,-1.2784666,-1.0710348,0.63709998,0.32808717,1.5240074,0.54790186,0.26852625,0.94253212,0.43714407,-2.9573043,1
1.3214691,-1.8305259,0.35990989,0.69132497,-1.0492147,0.62435337,-0.39280496,-0.89872159,-1.3179322,0.60811517,-0.95734413,-0.009001303,0.15203067,-0.056037309,0.66492622,1.214732,2.2605293,-0.12784544,0.81725293,1.0382518,1.3754161,1
-0.19318695,-0.008300616,-0.75964741,0.30269801,-1.3054276,-0.009539257,-1.3204883,-0.44627615,-1.2998956,-0.73696612,-2.0055298,0.11001107,0.92098765,0.96662426,2.517541,2.4131741,0.97905283,0.99756703,-0.35201948,1.3804209,-0.88120912,0
-1.3118545,0.75095992,-0.70072334,0.2391045,-1.2518016,-0.65996821,-1.3403318,-2.6168688,-1.3419812,-0.67820043,0.33956361,0.440601,0.48504354,2.2733585,0.63025161,1.5847579,0.53592544,0.84184958,0.38295175,-0.30268088,-1.7036236,1
-0.16348781,-0.59672753,-1.4246476,-0.36856674,0.35101889,-1.3324456,-1.846341,-0.49209341,-0.74677051,-0.75002516,-0.4302903,1.1282281,0.39422184,1.1654751,1.2147664,1.3472786,-0.41619961,1.3868607,1.8027825,0.66833936,0.49282487,0
0.87598201,0.2954036,-0.81857147,-0.029401396,-0.6440407,-0.41192327,-0.005856808,-0.56654646,-1.1195287,-0.35825391,-0.30000733,1.2736876,1.1692336,0.78481776,1.1553242,1.7946233,0.68563064,0.33222884,0.19920894,0.87179122,-0.13903018,0
-0.92576568,0.53267252,-0.002052241,1.6381616,0.61914871,1.511803,1.2740486,1.6555907,1.1230326,-0.58025762,-1.0106417,-2.1380005,-1.8702657,-1.1752836,-1.7920174,-0.80108064,-1.5898884,-1.0267598,-0.25179613,0.25218783,-1.7938886,1
-0.064490688,0.27642209,1.7488344,-0.4250943,-0.25674206,0.35425999,1.2045964,0.95115028,1.1891671,0.92806169,0.45800267,-0.088342886,-0.84095316,0.24507971,-1.4006897,-0.49732805,-0.51201094,-2.2795775,-0.38542726,-0.2379462,0.78367878,1
-0.17338753,-0.21709726,0.84813789,-0.31910513,-0.41166151,-0.10875723,0.29675649,0.57315789,1.6340721,-0.031777872,0.94952478,0.30175323,-0.25363955,0.08599902,-0.22175303,-0.81764896,-1.6318058,-0.25525063,-1.4127166,0.3076747,0.1217354,1
-0.91586597,0.096097708,0.64611251,-0.72186398,-0.94792117,-0.50011703,-1.1220534,-1.1621708,-0.34996342,-1.951457,-1.1113149,0.88359151,1.9442454,0.57460399,0.15471414,1.8001461,1.0568995,1.6487491,1.6023358,1.3064384,1.4155338,1
-0.20308666,-1.4414049,-1.1973691,-0.13539057,-1.013464,-0.74264986,-0.46721806,0.67624672,0.60598095,-0.82184989,1.6423933,1.1877342,1.6899446,0.50642655,-0.15240382,-0.78451232,-0.23056517,-1.7770348,-0.034645542,-0.45064587,0.55300154,0
-1.2524562,0.5801263,-1.7697743,-0.51695158,-0.4831628,-0.43948382,-0.7995966,0.77933556,0.55187089,1.3067739,2.0095544,1.293523,0.87254942,0.47801929,0.99681175,-0.31507649,-0.50003452,-0.80733977,-0.16827667,-0.57086742,2.2379483,1
-0.024891837,0.20998679,0.25047948,-0.28377541,0.43443706,1.0487858,-0.15964389,-1.0648092,-0.45818353,-0.67167091,-0.85074897,0.076952079,0.93309721,0.051910301,-0.073147571,0.60170406,0.45807874,-0.89227656,-0.25179613,0.011744721,0.64326655,0
1.4996639,1.0546641,-0.81015375,1.9561291,1.34012,1.5448757,0.57952629,1.0771477,0.239235,-0.057895955,-0.8211392,-1.5032678,-0.64114544,-0.4935092,-0.41989365,-1.1434927,0.21256222,-0.60915392,-1.5379958,-1.7083483,-0.37973686,1
-0.62877431,0.58961706,-1.0711032,0.41575312,-0.81683547,-0.35129007,0.00406494,0.67624672,1.8745612,1.5548957,1.5772518,0.96954489,-0.56848808,1.1370679,-0.50410341,-0.22118932,-0.29044725,-2.5980904,-0.13486889,-0.74657585,1.9571239,1
-0.36148207,0.73197841,0.47775803,0.32389584,0.13055658,0.94405574,1.1450659,0.7736084,0.082917051,-0.31907679,-1.1586905,-0.075119289,-1.3011164,-0.90825528,-0.71710457,-0.23775765,-0.009001474,-1.3594289,1.418593,0.57586124,-1.6133586,0
-0.30208379,1.5861465,-0.28825486,-0.11419273,0.17822411,0.14479982,-0.33823535,0.017623609,-0.71069714,-0.16236829,-0.29408538,-1.7611279,-0.8591175,-0.2264809,-0.51896395,-0.23775765,-1.2305959,0.25437012,-0.22674029,1.0752431,-0.078853504,0
-1.2722556,-0.21709726,-1.1131918,0.012994272,-0.054155075,-1.4316636,-1.4445102,-1.1621708,-1.5644336,0.869296,-0.720466,-0.59083958,0.10964721,0.29053133,1.3881395,0.63484071,1.4581095,0.55164888,0.9759399,-0.73732804,0.37247153,0
-0.30208379,-0.44487543,-0.52395113,-0.19191812,1.840629,0.97161629,1.6758794,1.2661439,-0.10947427,1.2284196,0.43431486,-1.1131717,-0.090160509,-1.2605054,-0.93505925,-0.48075972,-1.781511,-0.510061,-0.94500763,-0.40440681,-1.3024458,1
0.45029437,-0.60621829,0.57035299,-0.18485218,-0.98367181,-1.3875667,-1.1220534,-0.50354772,0.64205432,0.26205056,0.049387905,-0.12140188,0.83622074,1.3075114,1.2543945,-0.099688287,-0.53596377,0.70028827,-0.093109162,-0.77431929,-0.98150357,1
1.875853,-0.093717427,0.46092258,0.88210547,0.36293577,-0.45050804,1.2045964,0.57888505,-0.75278274,-0.78920229,-2.0410615,-0.82886433,-1.2950616,-1.1525578,-0.74682566,-0.28746262,1.1227698,-0.65162232,-0.95335958,0.92727809,-0.70067911,0
-0.61887459,0.78892295,-1.4414831,-1.2376779,-0.60233161,-1.4812726,-1.0129142,0.13216676,-0.12751095,-0.71084804,-0.8092953,0.4604364,0.49715309,2.0404189,1.3683254,0.60722684,0.25447967,1.3514703,2.044989,-0.10847683,-0.85112078,1
0.29189897,0.18151452,-0.55762203,0.062455885,-1.4365133,-1.0623522,-1.3502536,-1.0361734,-0.78284389,-0.71737756,-0.73823186,-0.56439239,-0.19309176,0.92117263,1.6556293,0.85575169,0.51796082,2.0946672,1.3434255,0.048735968,-2.0546542,1
0.90568115,-0.98584856,0.49459348,0.15431317,1.6857096,1.1700522,1.0061614,0.40134316,-1.0594064,-1.7425123,0.26257822,-0.47182721,-0.55032375,-0.24352526,0.47173912,0.57409019,1.0748642,1.09666,-0.093109162,-0.14546808,2.3081545,1
-0.95546482,1.3963314,-0.077811758,-0.26964352,-1.6391003,-0.46153226,-1.1667013,-1.1507165,-1.5944948,-1.5074496,-0.78560749,-1.2454076,0.29129059,1.8245237,1.076068,1.877465,2.194659,1.3797826,0.33284007,0.002496909,2.7895678,1
-0.62877431,-0.017791373,1.2942773,0.61359957,0.8813201,-0.059148245,-0.46721806,-0.096919541,-0.025303066,-0.084014038,0.795554,-0.14123728,-1.0044322,-0.80598913,-1.2867588,0.5078169,-0.54195198,-1.8973619,-0.93665569,-0.80206272,0.17188263,0
0.35129724,0.6465616,-0.38926755,-0.67946831,-0.042238194,-0.69855298,0.053673677,-1.6947965,0.81039673,2.3776153,1.1449492,0.63895496,0.77567295,-0.578731,-0.7270116,-0.011323897,-0.7874685,-0.78610557,0.64186207,-0.40440681,0.89400268,1
0.074105289,0.077116195,-0.10306493,0.14724722,-0.31632646,-0.72611353,-0.53170942,-0.033920809,-1.101492,-0.79573181,-0.51319764,0.51994259,-0.4171186,0.62005562,0.93241605,2.0707621,0.72155989,-0.21278223,1.7443189,0.80705654,-1.3726519,0
-0.024891837,0.35234814,-0.46502706,-0.28377541,-1.3769289,-0.78674674,-0.96826631,-1.276714,-1.5884825,-1.0960898,-1.0757832,1.3993118,0.067263756,-0.010585684,1.2197199,1.8498511,1.5658972,2.172526,0.20756089,-0.31192869,-0.87117968,0
0.33149782,0.87433976,-1.3152172,-1.7888216,0.065013737,-0.43948382,-1.8016931,-1.0018104,-2.2798888,-1.0438536,-0.49543178,0.24224705,-0.023557936,0.76209195,1.720025,1.5792351,1.1766637,1.3797826,0.91747628,0.20594877,0.76361989,0
1.2026725,1.2254978,-2.0054706,-1.2518098,-1.269677,0.17787248,-0.85416621,0.22380128,0.082917051,1.6136614,1.5772518,1.8555259,0.96337111,0.46097493,0.42220397,0.099131592,-0.64973972,0.19774559,-1.3626049,-0.5523718,-0.088882949,0
-0.36148207,-0.017791373,1.7404166,0.42988501,-0.95387961,-0.29616897,-0.015778555,-0.10837386,0.64205432,-1.337682,-1.3955687,0.38109482,-0.61087154,0.44393057,1.2692551,1.0214349,0.47005516,0.32515077,0.33284007,1.2971906,0.64326655,0
1.2422714,0.72248765,0.23364403,1.3060622,0.81577725,0.72357135,1.2839704,1.667045,0.82843341,-0.7304366,-0.009831627,-1.8801403,-2.2638263,-1.2889126,-0.70719754,-1.0054233,-0.27248262,0.10573073,-1.4795322,-1.4401617,-0.17914796,0
-1.4405507,-0.43538467,-0.8606601,-1.103425,-1.4245964,-0.5387018,-2.0100498,-1.4256201,-1.0353575,-1.2723868,0.26850017,0.19596445,1.6657255,0.39279749,1.2593481,1.606849,1.2305576,0.97633284,0.98429184,0.40015282,-0.038735723,0
-1.0940608,-0.73908889,-0.06097631,0.14018128,-0.87046144,-0.85840417,-2.3622718,-1.3282584,-2.2438155,-0.94591079,-0.70270014,0.73152014,0.27312626,0.55187818,0.84325277,1.5681896,1.1347462,1.3656265,0.79219709,-1.8470655,-0.86115023,1
-0.51987747,-0.0557544,1.9003534,0.75491847,1.4175798,1.9196992,0.68370464,0.11498529,0.57591981,0.32734577,-1.2415979,-3.0570405,-1.5917458,-2.0559088,-0.34559092,-1.9498177,-0.35032932,-0.51713907,-0.7028012,-1.0240102,-0.76085578,1
-1.2722556,0.048643925,1.1343405,-0.98330393,-0.012445991,-2.357698,-0.53667029,-0.91017591,0.25727168,0.242462,-0.40068053,1.1083927,0.49109832,1.4722736,0.93736957,0.85022891,0.31436175,0.60827341,0.13239337,0.49263094,-1.6033292,0
0.15330299,0.17202376,-0.81857147,-0.022335451,1.3997044,-0.86391628,-0.45729631,-0.1026467,-0.72873383,-1.7163942,-1.5140077,-0.478439,-0.071996171,0.90412827,1.239534,0.54095355,1.1586991,1.1320503,1.9364137,0.60360468,0.091647064,1
1.9550507,-0.87195948,-0.51553341,0.74785252,0.38081109,-1.9001929,-1.097249,-1.895247,-0.35597565,-1.6119219,-0.29408538,0.19596445,0.88465898,1.0745719,1.6358152,1.7338728,0.99701745,0.35346304,2.5126979,-0.88529303,-0.24935407,0
-0.28228437,-0.4069124,0.67978341,-0.66533642,-1.2637185,-0.25207209,-0.33327447,-0.59518225,-1.0173208,0.70605798,-0.38883663,0.26208244,0.92098765,0.35870877,-0.16231085,0.28690592,-0.51799915,-0.028752519,1.5188164,0.52962218,-1.6033292,0
0.72748632,0.81739522,1.3532013,1.0234244,-0.19119921,1.511803,0.29179561,0.38416169,1.3154239,0.51670188,1.0738858,0.22241165,-1.0347061,-0.81167058,-1.8861342,-1.2870848,-0.37428216,-1.1895553,0.12404143,-0.48763712,-0.11897128,1
0.23250069,-1.318025,1.0754164,1.4756448,1.79892,0.71254713,0.9367092,0.82515282,1.002788,0.39264098,0.51130025,-0.79580534,-0.53821419,-0.13557765,-1.1431069,-1.3367898,-0.95513832,-0.60207586,-0.80302455,-1.3939227,-1.262328,1
0.69778718,-0.90043175,-0.34717893,0.08365372,-1.4722639,-1.652148,-0.88393145,-0.57800077,0.52180975,0.28163913,2.4122472,0.67862575,0.32156449,-0.44237612,-0.073147571,-1.0716966,-0.16469488,-1.585927,-0.51070645,-0.12697246,1.2350038,0
-0.42088034,0.46623722,-1.2731286,0.80438008,-0.8942952,1.0432737,0.093360667,1.0313305,2.0068302,1.9140193,0.15598306,0.50010719,0.049099417,-0.82303348,-0.56354559,-0.45314585,-1.1228081,-0.38265581,-0.68609731,-1.5603833,-1.4227992,0
-0.25258523,-0.92890402,1.8077584,-0.001137617,0.17226567,-0.17490255,-0.020739429,2.1538534,0.71420107,0.13798967,0.15598306,-0.67679296,-0.32629691,-0.92529964,-0.39017255,-1.2484254,0.45209053,-0.53837326,0.53328677,-0.95927552,0.1217354,1
1.3214691,-0.13168045,0.098960448,0.25323639,0.93494607,1.1259554,1.4030313,1.5754105,0.9727269,0.23593248,0.43431486,-1.4503734,-0.23547522,-0.54464228,-1.6335049,-0.79003509,-0.48805811,-0.77194944,-0.76961677,-0.58011524,1.3754161,0
0.48989322,0.49470949,1.5804799,0.18257695,1.042198,1.3960487,0.75811774,0.18371118,-0.20566993,0.38611146,-0.67309038,-0.76935814,-0.59876198,-0.62418262,-0.74682566,0.51333967,0.90719433,0.14112106,0.43306342,-1.3014446,0.49282487,0
0.034506438,-1.6502015,-0.077811758,0.99516059,-0.60233161,-1.2166913,-0.84920534,-0.89299444,-1.0654186,-1.3833887,0.95544673,1.1877342,0.036989858,0.31325715,0.69464731,1.2036865,0.30238534,0.50918049,0.33284007,1.3434296,1.194886,0
1.5194633,0.33336663,0.92389741,0.42281907,0.70256688,-0.026075587,0.99127881,0.85951576,1.2793506,0.77788271,0.45800267,0.11662287,-0.34446125,0.040547395,-1.6335049,-0.86183116,-0.49404631,-1.047994,0.38295175,-0.74657585,-0.62044354,1
-0.60897488,-0.008300616,-0.69230561,-0.32617107,1.2269097,-0.36782639,0.7283525,1.1916909,0.43763855,-0.11013212,1.050198,-0.042060296,0.061208976,0.2223539,-1.3808756,-0.072074415,-0.76351567,-0.31187515,-0.85313623,-1.0979927,0.51288376,1
0.19290184,-2.0772856,-0.22933079,-0.72892992,-0.88833676,-0.56626235,-1.846341,-1.2996226,-2.4963291,-1.6184514,-1.5436175,0.063728482,1.2055623,1.4040962,1.4475816,1.9547838,1.6676967,0.62242954,0.38295175,-0.45989368,-1.352593,0
0.1632027,-0.31200483,-0.71755879,-1.2235461,0.17226567,-1.3489819,-0.35311797,0.49297768,-0.9331496,-0.86102701,0.35732947,1.4852652,0.46082442,0.21667244,0.45192506,1.1705498,1.2784632,0.51625855,0.60010234,-0.34891994,-1.6635058,0
0.7076869,-1.4508956,-2.0896478,-1.3154033,-1.1266744,-0.81430729,-0.57635728,-0.51500204,-0.87903954,0.13798967,-0.21709999,1.1348399,0.47293398,0.19962808,1.249441,-0.19909823,0.73952451,1.5496562,0.023818079,0.97351715,0.39253042,1
-1.430651,1.2349885,-0.26300169,1.4332492,1.2328681,0.46450219,0.92182658,0.12071244,-0.091437582,-1.2462687,-1.0402515,-2.6272736,-2.0337447,-0.50487211,-0.75177918,-0.27641707,-0.47009348,1.3797826,0.30778424,-1.3939227,0.021440948,0
-0.51987747,-0.4069124,-1.8118629,-0.89144665,-0.8942952,-0.35680218,0.33644348,-0.59518225,-0.65658708,0.62770373,0.17374892,0.97615669,-0.21731088,0.38143458,0.34790124,-0.40896365,-0.84136237,0.63658567,-0.67774537,0.57586124,-0.63047299,1
-0.14368839,-1.0712654,1.2437709,-0.91264449,-0.79300171,-1.8230234,-1.5486885,-0.68108961,-1.8830817,-0.32560631,0.17374892,-0.028836699,0.90282332,1.3984147,1.4327211,1.3307103,1.0868406,1.9884963,-0.14322084,0.95502153,0.28220652,1
1.4303659,1.4627667,-0.81857147,0.34509367,1.1256162,-1.3379577,0.19753901,-1.276714,-0.90910069,-1.0177355,-0.021675533,-1.9396465,0.70907037,0.17690227,1.2147664,1.3086192,1.3742746,-0.042908651,0.5750465,1.0012606,1.4255633,0
-1.2821553,-0.51131072,0.51984665,-0.66533642,-0.74533419,-1.3875667,-1.1418969,-2.2503308,-0.8489784,-2.1930493,-1.6324468,-1.0668891,0.35183839,1.665443,0.90269496,1.0656171,1.0568995,1.1886748,1.57728,-0.92228427,-1.0216214,1
-1.3910522,0.90281203,-0.6165461,-1.3648649,0.92302919,-2.0820925,-2.2332891,-0.53218351,-2.231791,-1.5074496,-0.86259288,1.1083927,1.3145483,2.2904028,1.7992812,0.85575169,2.1527416,1.6133588,1.0427555,2.5826364,-0.36970741,1
